comment,label
thank you for the wonderful semester doc i learned a lot about literature,1
i like the way shee do the discussion always come in time and prepared,1
the teacher is well good,1
she has a low voice that sometimes we cant even hear what shes trying to say also shes kind of easily irritated due to his age,-1
the best teacher in the field,1
thank you so much doc for the lessons knowledge that you shared to us may god bless you always,1
thank you and godbless you always,1
the more i know him the more i acknowledge on how he teaches us he is not strict and always get along with us,0
shows mastery of the subject a very excellent teacher that i couldnt ask for more,1
our fashionista teacher always kind and very humble,1
a great teacher he always adjust to students,1
she is excellent,1
she arrives late for class and occasionally assigns an exercise without providing a rubric basing her evaluation solely upon how she felt at the time the intended learning outcomes ilo are not presented or explained prior to the start of class and our attendance is rarely checked,0
she is intimidating,-1
he is bossy,0
she sometimes give instructions that is not clear also everytime we have demonstration she kind a destructed,-1
you are a very fun teacher and you work with the students in a way that makes us enjoy the work thank you ms jo,1
shes strict but it is understandable its just sometimes we werent able to keep up with her teaching and i find it fast for us to understand,0
she is the best teacher ever for me because she is the reason why i boost my confidence in myself she thought me how to be me and also her subject help me to become physically fit,1
he is the best teacher ever for me because for me he is not only a teacher but he is also a guider and understanding teacher he is my role model for me as a good teacher the way he discuss inside the classroom i can see the dedication and passion of his ability to teach us a good lesson,1
she is the good teacher,1
he is the good teacher,1
i really enjoyed the subject because of ms trinas guidance she makes the subject a lot more comprehensible i hope that our paths crossed again in the next semester miss,1
a man of wisdom full of vocabulary,1
he always teach us some strategies that can help us for our future,1
she taught us how time is important when making a research,1
best music teacher,1
he always give us life lessons,0
she is someone you can always rely on,0
she always reminds us to strive hard,-1
he taught us some strategies in arts on how to interact with students who loves art,1
scared of him at first because i taught his strict but along the way his very nice,1
miss gem is really a great instructor she bonds with us most of the time and give us activities that enhances our prior knowledge about the subject she easily blends in with most of us and that what makes her an amazing teacher she really live up to her name a gem our gem indeed,1
the teacher taught well the topics in fun and amazing way that makes the students interested and active,1
our teacher teaches us well and fill our minds with practical lessons thank you so much our dear teacher,1
doc gemma is a competent guide and we gather practical knowledge to implement in our future teaching endeavors,1
doc deryl is an excellent educator and imparts knowledge that we can apply when we become teachers in the future and encouraging us to surpass our own abilities,1
most of the time the students are the one doing the discussion of the lesson,0
some exams have no choices that made it so hard,-1
shes a very good and kind teacher,1
she doesnt accept any corrections from the students during the checking of tests,-1
god bless sir,1
keep up the good work sir and god bless you always,1
keep up the good work sir and god bless you always,1
she handles the class with firm authority and strict discipline,1
one of the best,1
nice teacher,1
she is nice and good at teaching,1
she is good at teaching,1
a teacher has no problem at all hehe,-1
she is a knowledgeable instructor,0
i loved how she discussed and explained the subject,1
wala akong masasabi kay sir hehe,0
youre the best sir illut,1
wala akong masabi kay sirhehe,0
no comment all are good and worth,1
i like this teacher because i never felt s pressure on her she gave us a lot of time whenever she give us a activitiy,1
i love this teacher ever since hehe,1
a chill teacher i ever met hehe she never pressuring us,1
i gained so much knowledge from her,1
a very good teacher indeed,1
a funny teacher and a very good indeed,1
i love this teacher so very chill person,1
she has a good teaching abilities,1
she always inspired us to read a great teacher indeed,1
inspiring teacher indeed,1
she manages the class well,1
he was a good teacher to us,1
she always motivates us to study and to never stop learning,1
he teaches us a lot of things,0
way to go sir,0
thank you forbeing a help to all of us sir,1
hi doc since we met i appreciate all of your efforts when you help students,1
hes very strict only meets the class when he wants to and gives bad grades and very long hard quizzes with a fast timer,-1
he just solves at the black board and stays silent until hes done and when he discusses we cant even hear and understand him sometimes he is very rude and strict and doesnt even let us eat in class without knowing that we werent able to ear breakfast and he gives really low grades and hard exams,-1
everytime you are the teacher i felt nervous but the nervousness that i felt helps me to overcome my fears like talking in the front and i now learned to andwer impromptu questions with confident because it is base on my experiences,1
one of the best teacher that i have in college and the best organization adviser you have lots of knowledge that you shared to us and you help us unified you also help me to overcome my fear in talking in front,1
one of the best pe teacher that i have you help us hone our strength and skills you also helps us to have a cooperation with our group even though were from different sub organization,1
she give us small grade even we pass all the requirements she need thiers a student too call sipsip,0
shes strict,0
overall he is a good instructor,1
they had some argument with one of my classmates about the absences of my classmates in her subject instead of just discussing it in private,-1
i love how he teaches he ensures the class understands the lesson before proceeding to another one he also give us a concrete example in order for us to learn the lesson with ease,1
after the reporting the instructor didnt give her comments on the discussion of what to improve by the reporters she didnt also had a further discussion about the topic presented,1
i hope he will teach dbsys,1
discussion is fine,1
discussion is fine,1
discussion is excellent,1
discussion is great,1
you are indeed a game changer maam you definitely molded us to become effective future educators,1
you are indeed a game changer maam you definitely molded us to become effective furture educators,1
shes approachable and active teacher i can easily understand her discussion because when discussing she relates it in a joke way,1
you are indeed a game changer maam you definitely molded us to become effective furture educators thank you for shaping us up,1
you are indeed a game changer maam you definitely molded us to become effective furture educators thank you so much doc for shaping us up to become the best versions of ourselves,1
you are indeed a game changer maam you definitely molded us to become effective furture educators i always treasure all the learnings you have imparted and inculcated to us your students god bless,1
you are indeed a game changer maam you definitely molded us to become effective furture educators thank youuu you are always loved,1
you are indeed a game changer maam you definitely molded us to become effective furture educators a big thank you,1
shes nice but she gives us pressure and im scared of her but shes good because she teach us how to do lesson plan,-1
she is a nice instructor,1
doc ares makes math a not so difficult subject what i mean is that she has ways to explain it very well through step by step which makes us get interested so much whenever she has discussions,1
for me miss mahusay is the outstanding teacher that ive ever had encounter shes smart approachable and knows whats good for everybody shes considerate and nice to students,1
i look up to you on how you manage your class i have seen how disrespectful my classmates were mostly during our discussions sir but you still dont let them ruin your momentum in achieving your learning objective each session kudos personally i know you are a great teacher,1
miss mahusay is the best teacher she teach us good manner and she shares her knowledge to us so that we can use it in the near future we are so thankful for miss mahusay that she is our teacher shes the best of all and no one can replace it,1
i appreciate you the way you teach with humor it is a great way indeed in encouraging your students be involved in class discussion keep it up,1
ive learned a lot from this subject especially the life and works of jose rizal,0
shes a good teacher and expert of teaching demo i can gain knowledge of her and i can used it in my coming field study,1
ms amores is very nice and very helpful for my practicum,1
sir barral is very good in english he knows how to elaborate and expound about what is ethics,1
satisfied with her lesson yet thankful for her undying support in our research,1
thank you so much and i learn so many things,1
all goods po si maam maayo kay siya mo discuss and dili pud siya boring di pareha sa uban instructor,-1
her dedication to teaching shows us a great example we do learned a lot from here from academic to real life lessons,1
maam limbaga is a very nice teacher so far good kay sya sa mga student nay iya jud paminawon ang mga storya sa student we miss you maam,1
i really dont have problems with the way she discuss the lessons shes very knowledgeable on the topic however what matters is that she doesnt provide us a learning materials she only have her own copy she keeps telling us there is but theres none also sometimes whenever she gave us a quiz the quiz doesnt match with her discussion and that leads us to confusion,-1
thank you for teaching us we learned a lot,1
my expectations of this subject was very high i mean this is an art appreciation so i really thought it would be interesting as it would be however i am really disappointed i am expecting our teacher to do her job well but base from what i observed i would say nooo she doesnt even check the attendance regularly there were times she wouldnt attend the class without a notice i can still remember she only have a discussion for about 2 times the rest is all about answering the books,1
thank you for teaching us po,-1
he is good but doesnt gave us headsup as to why we got low grades from his subject,-1
she is a great teacher and i love how she practice discipline on us,1
teacher should prepare a lesson before coming to class,0
very very great teacher,1
very understanding and humble teacher i never thought philosophy would be this interesting all thanks to you sir,1
he is a very great teacher knows how to handle the class well he has a well organized teaching style,1
i mistakenly put my comments from sir barral to sir nel im very sorry but once again im very happy that sir barral was our teacher in profis because he taught me well about ethics and comment about sir neil he is very a good dean and very professional just hoping that he will passed my cpstone42 thats the only request for him i will beg if needed as long as i can passed the capstone42,1
shes is not agood teacher,0
sir cabrillos is very good at programming,1
sir jeff is very interesting instructor because he making us a project focusing about ardiuno which we must be creative about the project because soon he wants us to show our works in exhibit which im very excited,1
thank you for being a wonderful teacher,1
thank you so much mrs rose,1
thank you sir gerard,1
thank you miss jem,1
rip sir sasil,0
salamat nalang jud sir,0
thank you so much miss,1
shes good but sometimes i cant understand her discussion,1
ms gemma was a good teacher and always presents in our class on time,1
msmay is a good teacher she make sure that her students understand the discussion before proceed to another topic,1
sometimes i cant understand her discussion,0
thank you so much maam god bless always,1
shes good at teaching,1
i dont get the fact that she include students who are not involved in some issues i dont get it why she did that action its unreasonable,0
hes a good teacher and a very understanding to his students,1
my gratitude to you for all you have done for our class,1
i dont him when i can feel hes being arrogant,-1
youre the best,1
he make sure hes students understand the discussion properly,1
he give his best to his students to learned,1
he explain clearly the topic and make sure his students understand,1
best instructor,1
very dedicated instructor one of the best,1
he discussed the topic properly and make his students understand the topic,0
she sometimes does not entertain class inquiries thats why we are not able to answer correctly the problems,-1
shes good and can handle the students,1
thanks doc gem,1
he allows the student to learn on their own by giving them the chance to discuss the topics assigned to them through groupings he also expounds the topic by further elaborating on it which is an effective way of teaching,1
cutiee discussion by maam may limbaga,0
doc gemma is very passionate about teaching she makes the subject bearable and less complicated shes very observant of her students especially those who are very shy and quiet she finds ways to excel in each students talents,1
hes a good teacher however he rarely entertain questions and his voice isnt clear,-1
should apply various learning strategies for interesting and effective way of learning,1
i like how she wanted to teach us and how passionate she is in her field of teaching she also explain further some lessons or activities we didnt understand especially during the group project,1
hes committed and passionate about his work he shows care for his student,1
shes able to maintain the attention of her students during discussion because of the way she discusses the topics and learning will be much more interesting and effective if she tries to engage or interact with class like asking questions and having class activities,1
shes attentive and caring for her student especially during our laboratory exercises she will make sure that all of us understand the activity and whenever we had questions she would teach us and explain it,1
he shows concern for his student especially if we had exams and laboratory exercises and one of his students did not take it he would give the student a chance to take it,1
she assigns topics to the student by grouping them and during the topic discussion she,0
way consideration nga ma istraha,0
he shows concern for his student,0
keep up the good work miss,1
a teacher that every student would probably want best teacher ever,1
ty sir,1
entertaining teacher,1
awesome instructor,1
awesome instructor,1
sir is expert in this subject,0
splendidly awesome,1
very active and funny instructor,1
very strict and practical so amazing instructor yet sometimes to harsh haha,1
awesome,1
she is a very friendly teacher in class and also quite funny she is a considerate teacher and very approachable as well i liked her discussions and her activities too,1
thank you for sharing your knowledge,1
sir isagani helped his students to build confidence despite of giving lot of activities and i admire sir for showing his compassion in teaching,1
thank you for sharing your knowledge to us miss nianne keep smiling you are beautiful inside and out,1
i can say that sir bong is the best teacher ive met in 2nd sem,1
i love you maam 3,1
maraming salamat po 3,-1
,0
i think she needs more time to prepare the content of the subject she is handling,0
httpswwwtiktokcompadigosparajescabvideo7226930976486739206,0
she is well prepared about the new topics and lessons,1
she has the mastery of her subject and a very thoughtful instructor,1
she needs mastery of her subject content,0
she needs mastery of her subject content,0
well equiped with knowledge and mastery of the subject content,1
lack of preparation about the topics,-1
he sometimes does not think about the pressure he is putting to his students,-1
he sometimes does not think about the pressure he is giving to his students,1
i hope youll be able to make further discussions after someones report like enlighten us or provide us more informationknowledge about that certain topicfor us students to be able to understand more about the topic discussed and also for us to adoptknow different strategies on how to learn such things especially when it talks about solving problems thankyou,1
keep it up mrs ares and thank you for everything,1
very outstanding instructor,1
outstanding instructor,1
youre one of the best teacher ive ever had and i am thankful that ive learned so much in this major subject i like the way you told us if were okay or not its somehow motivate us to learn from you i hope to see you next school yeargodbless,1
i am so much thankful for having you as my nstp instructor i enjoyed so much when you are discussing in front of us and i would say that keep up the good work and continue to inspire us we love youuuuuu,1
sometimes,0
often times,0
rarely,0
hi miss trina i am so much thankful that i have given a chance to be with you in this last semester because of you i strived hard to learn and you are the best teacher ive ever had the fact that you challenged me for everything i would say that it really help me a lot to be a better student and not just like that but also to be a better person i like your smiles the energy you have and you really motivate me i will never ever forget you as my tc 112 and pc 122 instructormgp,1
thank you for teaching us sir,1
thank you for teaching us maam,1
despite her age she is indeed a lovely and enthusiastic professor,1
good jobhope to see you again next semester maam,1
he always made sure that we learn something in every meeting very knowledgeable and always impart knowledge to the class,1
sana di ka po kunin ni lord,-1
laham ka na namen miss,-1
she is an excellent teacher that makes learning more fun and enjoying for us students at the same time we are learning things about her subject to put it simply she does a great job in teaching,1
thankyou miss,-1
we miss you already miss,-1
its fine,1
i love this teacher,1
thank you maam madel for your dedication and guidance you inspire me to reach for the stars and believe in myself your knowledge patience and care have made a profound impact on my life i am forever grateful for your unwavering support,1
i learn well,1
its okay,1
i miss this teacher it gives us smile,1
its fine,1
she is very considerate and kind to her students its obvious that everyone in our class likes her for many reasons other than that,1
she has a very outgoing vibe that makes us jam with her more she even participates on our shinaningans oftentimes i learn easily knowing how she discusses topic well and in simple terms,1
i will like to see,1
ur good sir,1
miss madel is very approachable teacher that understand the students different situation,-1
one of the classes we look forward to sa yamato 3 sagdi nang barakzai and orlov mang reklamo miss dont stress hehe,1
beautiful teacher,1
excellent in teaching and other aspects,1
so far her teaching strategy is good,1
she is good at communicating to the students always giving smile to everyone of the student that she communicate the best teacher that i meet,1
sir natividad encourages us his students to be the best version of ourselves he always pushes out of our comfort zone resulting in dramatic changes of our performance therefore making something valuable out of his teachings just like making a quiz game in c language and quiz game in java language i am very thankful for what he have done for us he truly is a great teacher,1
always active in class gmeet,1
miss cheryl abreu makes the lesson understandable and explain well the students questions,1
he never missed class,1
excellent in teaching and other aspects also shows respect to us students and concern to us,1
yes hes a good instructor,1
sorry ms pero imu mn ko gi hagbong bisag sige ko skwela mas gipasar pa nimu ang way sudlanay kay sa nako,-1
always active on class as our teacher,1
builds good connection with the students,1
we like the way you teach sir but to be honest and we think you know already were scared of you maybe not everyone but most of us are esp me i listen intently to your discussions though kay very interesting but im not that sharp nice naman daan imo class sir ma busy lang jud ka sometimes so yeah,1
start class on time make sure that our class is clean show mastery of the subject,1
we missed you sir lloyd,-1
miss never had a bad temper shes very calm and approachable,1
strict chikadora pretty very good proff bisag gi hagbong ko nimu atty daghan kog nakat onan bisag bogoon ko haha,1
miss sambrana set a schedules or plan each meeting for us students be prepared for me is very helpful to have a track on that days,1
very principled and organized,0
nice na imo class sir sorry if di kay mi kaapas nimo sometimes but were really trying we like the way na natural coffee imo class mag palpitate half of the class inig sud nimo however nice na ni kay it allows us to think critically on our feet thank you sir,1
he knows a lot,0
mingawun jud ko nimu sir bisag kadyot rata nagkaila pm is the key lang jud hehe amping kanunay sir missyou thankyou sd sa imung sub teacher si mam jonald,0
miss mandel is a good instructor and the way she explained the topic was so easy to understand,1
nice ang class miss good job ayaw lang mi ipa apil ug debate compe please kay di pa namo keri,1
she doesnt like late comers also very principled,-1
he should be teaching and not letting student discuss the lessons because we can hardly understand the topic our fellow student gives,0
buutan na maestro ayy manglibre nig carlitos ron,0
thanks for sharing your knowledge to your student maam and i hope you will continue to teach and inspire other student maam thank you,1
very smart knows a lot,1
mrs jocelyn bitoon is a good instructor and the way she explained the topic was so easy to understand,1
thank you miss gemma for being so approachable and for always listening to our concers,1
miss tends to be strict but it motivates us student to study for us not to fail in her subject,1
idol nako ni,0
good afternoon miss,1
500,0
okay ra,1
yes,1
very good teacher good afternoon miss 3,1
thankyou so much maam i learn i lot on this semester and thankyou for the patience even if we criminology are very hard headed and talkative sometime or even always hehe thankyou maam baroman,-1
miss is a friendly type of teacher and make the discussion very practical for us to have better understanding,1
thank you miss gemma for being so approachable and for always listening to our concerns,1
5 all kay always excellent performance man si ms pretty,1
ms bonghanoy teaches well and even gave us motivations,1
god bless you always have a good day at work,1
sir really makes us do the execution that in his class makes more active,1
my gratitude to you for all you have done which i will never forget i truly appreciate you and your time you spent helping me in many occasions thank you very much i enjoyed every minute of your lecture as well as your marvelous sense of humor,1
she is nice teacher and maam are very kind of her students,1
my gratitude to you for all you have done which i will never forget i truly appreciate you and your time you spent helping me in many occasions thank you very much,1
thank you ms kay masinabtanon kaayo ka namo and mo go with the flow sa mga jokes during your class see you around sa campus ms,1
5 all kay always excellent performance man si ms,1
excellent teacher versatile despite the uniqueness of difficulties,1
sir is a kind of teacher that is observant and helpful,1
very approachable and pays attention to students concerned about his lesson,0
i enjoyed miss joys class,1
my gratitude to you for all you have done which i will never forget i truly appreciate you and your time you spent helping me in many occasions thank you very much i enjoyed every minute of your lecture as well as your marvelous sense of humor,1
hes been such a great prof to us he never disregard our works,1
perfect teacher,1
inspire more student,1
i never forgot this one thing you said to me,0
you saw something in me that i didnt see,0
sir carlo amorin was a good teacher he wanted to feel the students comfortable on his class,1
continue to inspire more students,1
ms sueco showed us her expertise in this subject,0
a professor who set a side personal problems and executed professionalism throughout the semester great job miss see you around,1
i think the worst teacher i had encounter this 2nd semester he underestimates hes students and doesnt want to listen to opinions from student so self centered and most importantly doesnt teach us anything he just gave school works and only give ppt coverage for an exam doesnt explain it so we literally self study,-1
caring teacher,1
all i can say is that miss joy is really a good instructor,1
sir mark dao was a good teacher hes smart and he would explain the lesson or the topic well,1
perfect teacher and good teacher,1
the teacher is fun and outgoing always got my attention,1
continue to inspire more students thank you sir,1
continue to inspire more students thank you sir,1
lets the students share their opinion and examples about his topic,1
shes a great teacher advisor and listener,1
embodies the character as the teacher,0
youll have a lot to learn in his discussion,0
she is a very thoughtful teacher who puts a lot of thought into how heshe presents the material hisher lessons were engaging useful and heshe was very patient with everyone in class always encouraging hisher students to try,1
what a very nice instructor,1
all i can say that sir von is good on his field,1
good mentor and martial artist one of my favorite teacher,1
she rarely discussed the lessons we have to selfstudy for us to have an answers on our quizzes every lecture meetings,0
the comment expresses appreciation for the faculty members teaching skills and dedication the faculty member is commended for their passion for the subject matter and their ability to engage students in the learning process the faculty member was always available to answer questions and provided timely feedback on assignments which helped the student to improve their understanding of the course material the teaching style was effective in helping the student to grasp complex concepts and th,1
guides and teach the students into the right instances of self defenses,1
personally i love this teacher of mine because of her i had developed my public speaking skills and my english grammar,1
this evaluation of mine is based on my experience as a student of ms mandel baroman she is compassionate when teaching and making sure that all of her students will not left behind her character mold us to become the student as we are given the fact that she treated us not like just a student but also as her little siblings,1
very goods,0
miss escua is really a good and a smart kind of instructor,1
since first sem he is been so good to us i wont deny that this subject is hard i failed at some quizzes and exams due to personal reasons i know he always did his best everytime naa mi topic nga idiscuss im so grateful for that he made us feel that bisag lisod ni nga sub bearable gihapon sya tungod ni sir,1
i learned a lot of learnings from our teacher in this class not only about academics but also real life lessons,0
always requires the students into book activities,0
thank you for the lessons maam joy,1
this evaluation of mine is based on my experience as a student of ms mandel baroman she is compassionate when teaching and making sure that all of her students will not left behind her character mold us to become the student as we are given the fact that she treated us not like just a student but also as her little siblings,1
i want to express my utmost appreciation for your incredible dedication and passion for teaching your unwavering commitment to our education has made a significant impact on my learning journey your ability to create a positive and inclusive classroom environment is truly commendable as it fosters a sense of belonging and encourages every student to reach their full potential,1
very professional and approachable teacher,0
mr mante always amaze me the way he discussed that it really gain my whole attention,1
one thing i love about her aside that she is really a good teacher is that she is very religious and she relates her discussion to the morale aspect of life,1
i had fun doing the experiments thank you sir,1
i dont have any comments about my instructor through this matter,0
doesnt listen to students concern and valid reasons,0
no suggestion or comments,-1
the great teacher ive encountered,1
thankyou for the lessons sir,0
sir carlo is my best math professor compared to my other math professor back in first semester,1
one of the best teacher in math so far i really love his way of teaching because he always relates himself to his students,1
mr golem shows his mastery with the lessons and it really did catch my attention,0
verygood teacher,0
you did more than prepare me academically you prepared me for life thank you for all of the lessons youve taught me i will remember them and you forever thank you teacher,1
a smart professor,1
i love how sir de vera keep the class entertained and everyday we keep on laughing about his jokes and i really love that,1
his discussion is broad and deep,0
your unwavering support and willingness to go the extra mile for your students is truly admirable whether its providing extra guidance during office hours or offering valuable feedback on our assignments you consistently demonstrate your commitment to our success your encouragement and belief in our abilities have boosted our confidence and encouraged us to strive for excellence,1
one of my favorite teacher a good mentor maam mandel is one of my favorite teacher because i could catch up all the lesson that she will discuss to us easily her way of teaching is unique,1
very good instructor,1
no suggestion or comment,-1
a very funny professor,1
dedicated,1
verygood teacher,0
she is very hardworking although she has some lapses as a teacher but nevertheless i love her,1
sometimes i dont have the courage to in class because of the information given if we will be there or not,-1
thank you for the teachings that i have learned all throughout the semester,1
maintains students attention every discussion,0
her teaching skill are very good with a clear objectives while teaching and so kind that you not intimidating in class plus easy to approach,1
thank you so much for the wonderful 4 years with you maam glo i have learned a lot,1
sir boniao is a great instructor i like to listen to his stories most especially the funny ones keep up the good job sir,1
sana di na dos amo grado hahaha,1
ms baligasa is one of a kind teacher she always entertained our queries and all she also give considerations and thats what i like her too,1
thankyou for being good teacher to us sir,1
overall one of the best english teachers in the university,1
she is one of the coolest pe teacher ive ever known she gives us high grades she is very kind that why we love her so much,1
i learned a lot from our teacher hope he can also inspire a lot of students in the future,1
very kind and considerate,1
well done sir gerald,1
nice and kind teacher to us and she help us to learn and understand,1
she always assure her students and make sure that everyone understands the discussion,1
very kind and considerate a smart professor,1
the professor i once thought was strict came out as a great and kind professor one of the best teachers ive encountered so far,1
sayuna lang unta ang exam haha salamat sa grades,1
msmadel boroman is a nice teacher because shes good to everyone of our class and i like ms madel beacause she is more teaching well and understanding teacher as well,1
thank you for all the lessons you had shared to us a great teacher with passion to her works and students,1
a very excellent teacher,1
very approachable and she always let her students to showcase individual talent,1
beyond academics you have also been a mentor and a role model to us your patience kindness and empathy have created a nurturing environment where we feel comfortable asking questions expressing our opinions and embracing our individuality you genuinely care about our wellbeing both inside and outside the classroom and it does not go unnoticed,1
mr jongko is a great teacher he also knows how to vibes with his students,1
shes a good teacher and she always assure her students and make sure that everyone understands the discussion,1
thanks for your service,1
sir allan is a very religious person but he is not religiously bias thats why we love him but sometimes his voice is a hindrance for us to understand the discussion because he has a low quality of voice,1
boss amo deftact thank you sir,1
our teacher was really passionate into teaching us and i really learned a lot from her,1
all i can say is that whenever sir bugna teach a certain lesson i easily understand it because of how he easily makes a difficult problem into an easy one,1
good and nice teacher,1
verygoodteacher,0
i am grateful for the knowledge and skills i have gained under your guidance and i will carry them with me throughout my academic and professional journey,1
favorite college professor,1
math is a difficult subject and a subject frowned upon by students however this difficult subject is made easy by sir carlo and he really is patient with those who cannot keep up with his classes he is one of my favorite math teachers,1
thank you for the teachings youve shared to us,1
pinaka joker na amo professor thank you sir,1
engr paraguas is a good instructor that shows his expertise in the subjects that hes handling he is always the type of instructor that is always present,1
one of the best teacher in political science i am very honored and grateful that i became one of his students,1
a great professor,1
ms mary hoy hernando is actually a good instructor she honed us especially in performance and public speaking which i find very helpful,1
ms generale is a strict teacher but she shows her expertise in this subject she always motivated us to study and how to take good care of ourselves,1
forda flat 1 maam thanks,1
another pe professor which once again proved to me that every pe professor in uc is great admirable and kind,1
she is one of the teachers i really admired the most she makes it easier for us to understand accounting lessons best accounting teacher i would say,1
pinaka pasensyado na math teacher thanks sir,1
all i can say is that sir glicerio is one of the smartest instructor in uc despite being in an online class still he was able to do his job and teach his students properly,1
nine,0
she is very passionate of her work and always teach us very important lessons,1
this person gives us hope and joy while learning he is a perfect definition of a father,1
a father that we can ask for we love his teaching so as his character,1
thank you for the lessons that i have learned all throughout the semester truly you are teacher who is discipline and has a good management,1
excellent teaching skills,1
attends the class regularly,0
very good and responsible teacher,1
i really like this subject because ms joy is a good sweet and caring teacher and she always clarify everything and make sure that everyone is learning,1
mr mante is a great teacher he explained and discussed well the lessons,1
a very nice and good instructor shows mastery to her handled subjects,1
one of the coolest teacher in political science,0
such a good teacher and a well respect person,1
always give her best shot for us,1
maayu kaayu modisiplina namo thanks sir,1
a very good mentor thank you sir,1
sir surely is dedicated to teaching i really learned a lot from him,1
miss has been so great at handling students struggling or not she also seizes and ensures that shes treating us equally shes one of a kind and rare to be find especially her consideration are superb im relieve shes our teacher,1
there was never a boring day in sir falcons class every class is full of interactions and realizations this class made me ponder upon things that i have never once thought of a great subject together with a great professor semester full of learnings,1
perfect all of the above sir,1
ekeisksjs,0
iloveyou,0
a very funny and easy to get along with type of instructor shows mastery to his handled subjects,1
sir is not bad but not also really good,-1
ang aming guro na mahilig sa kape tuwing tanghali hehee thanks sirr,1
thanks hehe,1
one of the best teacher ive ever had in uc very approachable and understanding,1
i was having a high scores at the class i answer during oralsgroupings and projects but he gave me 22 in midterm grade,0
he always entertaining the students as a teacher of cdi,1
this subject makes our college life bearable,0
thank you for your patience sir you are a good educator,1
i love being in the class of sir teves he is a fun instructor and i love how he makes the pe class into a subject that is fun and help us to ease our stresses even in a short period of time,1
hehe thankyou,0
she is very dedicated of her work and give her best shot to teach us very important lessons,1
teacher always entertaining when shes on the class and theres not much boring time easy to understand her discussion with great precision and knowledge about the topic and the subject itself,1
much respect to this instructor,1
i could see how he exert effort to let us understand the topics,0
hehe thanktou,0
even though i am always absent in your class maam you still give me a passing grade thank you so much for that,1
she teaches well and is approachable to us,1
another great professor i deeply like and appreciate sirs discussions and classes never disappoint and we never left home without gaining something or learning something important,1
thankyou hehe,0
introvert nga pagka teacher pero you are able to lead and teach us many things considering the fact nga kami imong first and last nga na handle na class yey thanks miss,1
one of my favorite teacher,1
a funny type of instructor and serious sometimes never absent in her subject shows mastery to her handled subject,1
thank you for the lessons that i have learned all throughout the semesters,1
thankyou for being a good teacher to us maam leah godbless and may godbless you always,1
after our midterm maybe sir attended our class for only 23 days after midterm its just very kapoy kay mata mig sayo para mo sud sa klase niya wala ra sya but if kami sad di mo sud kay naanad ming wa si sir ara pud siya mo sud tas maghatag og plu points,-1
maam may limbaga is a very understanding instructor she understands that there are always some complications so she always gave us lots of chances,1
thankyou heheh,0
she is very neat and strict most times but listens to her troubled students give prayer and advice have a very cute voice that often times i find to hear her,1
knowledgable instructor,0
good teaching makes a student learned that is what i have learned from u maam thank you and goodbless,1
very good techer,1
sir is good in teaching,1
thanks miss ang teacher na pinaka aesthetic ug outfit and hoping for your successful labor or pagpanganak miss,1
never a dull moment with attorney when shes discussing i also learned a lot from her,1
sir toliao is a smart teacher he always provide the students to learn more to his subject,1
loves to teach everytime and approachable,1
she is a very good teacher,1
a fun and nice instructor always present in her subject shows mastery in her handled subject,1
much respect to this intructor,1
very good and responsible teacher,1
hopefully ill be under your future subjects as well miss,1
thank you hehe,1
you are always incredibly considerate understanding and helpful and you genuinely care about your career and your pupils i appreciate a good semester i value how approachable you are and always look forward to having you as my instructor,1
i love the way she teach,1
by far the best professor ever since i started studying here at uc every subject that is taught by prof danillo margallo is entertaining interesting and full of learning sir discusses everything so well and deeply cares for his students he is the symbol of a great professor,1
goods as a teacher,0
doesnt know how to teach and gives exam coverage the day before the exam balo gi unsa pud niya pag hatag og grades and kanang naa mi essay all of us have the same score bsan nag 1 sentence imo tas uban kay taas same ragyud gihapon,-1
i love you maam glo,1
a very nice and easy to get along with instructor shows mastery in his subjects,1
grateful to have a teacher like this,1
our teacher is approachable and i also learned a lot of lessons from him,0
thank you for the lessons i have learned all throughout the semesters,1
shows mastery in every lessons,0
thank you,1
miss baroman is an excellent teacher,1
hard working instructor,-1
a good professor that made research easy interesting and fun research was difficult but not until sir p became my professor,1
balo gi unsa mi niya pag hatag og grade pag midterm kay as i know dagko mig score its like hes taking revenge kay sabaan daw mi pero mismo sya dimn gani kabalo mo buyag kami nalng gani mamuyag and sa finals 5 radaw iya papasaron nya tarong na bsag nagtinarong mi hagbongon mi we dont deserve it,-1
thank you sir see u sa summer hahaha,1
good instructure,1
mr mark dano was a great and good instructor,1
not approachable because his always not on the mood not concern on his students,0
sir gutierrez is a good teacher he can also managed the students of his subject,1
lao shi merlin is so professional,0
hopefully ill be under your subjects in the future as well sir,1
the kindest teacher of all maayo mo tudlo and kamao mo sabot og usa ka student thank you so much sir,1
the best and the most fun instructor in pe for me shows mastery in his subject,1
very approciable always maintains the connection with the students,0
mr caminade in our class is very unapproachable he constantly scold us for the things we dont know even if we are just asking something and would want him to answer us as a decent human being he kept degrading us for not knowing his subject wherein fact we are trying our best to comply and learn when we approach him we always get nervous because of the way he looks and answer us everytime i enter his class i always feel drained and tired i hope he will change and be a little more kind,-1
oussss,0
she is straight forward and strict in a good way she knows how to handle her students behavior very professional i like her,1
were so thankful and glad that you are my teacher in cdi and i want you to know that your hard work dedication and passion for teaching are truly appreciated,1
sir is really funny and we also got to learn a lot of lessons from him about cost accounting a very smart teacher,1
good person si maam,1
almost perfect instructor he doesnt want us to get expose in unhealthy typr of sunlight,-1
